"Plot Title: 21064689"
"#","Date Time, GMT-05:00","Temp, °C (LGR S/N: 21064689, SEN S/N: 21064689)","Intensity, Lux (LGR S/N: 21064689, SEN S/N: 21064689)","Coupler Attached (LGR S/N: 21064689)","Stopped (LGR S/N: 21064689)","End Of File (LGR S/N: 21064689)"
1,09/17/21 11:45:00 AM,33.743,0.0,,,
2,09/17/21 12:00:00 PM,32.704,0.0,,,
3,09/17/21 12:15:00 PM,35.649,0.0,,,
4,09/17/21 12:30:00 PM,39.050,0.0,,,
5,09/17/21 12:45:00 PM,41.108,0.0,,,
6,09/17/21 01:00:00 PM,42.401,0.0,,,
7,09/17/21 01:15:00 PM,42.282,0.0,,,
8,09/17/21 01:30:00 PM,43.238,0.0,,,
9,09/17/21 01:45:00 PM,44.089,0.0,,,
10,09/17/21 02:00:00 PM,44.089,0.0,,,
11,09/17/21 02:15:00 PM,41.458,0.0,,,
12,09/17/21 02:30:00 PM,38.379,0.0,,,
13,09/17/21 02:45:00 PM,37.935,0.0,,,
14,09/17/21 03:00:00 PM,35.971,0.0,,,
15,09/17/21 03:15:00 PM,34.691,0.0,,,
16,09/17/21 03:30:00 PM,33.848,0.0,,,
17,09/17/21 03:45:00 PM,33.014,0.0,,,
18,09/17/21 04:00:00 PM,32.086,0.0,,,
19,09/17/21 04:15:00 PM,30.963,0.0,,,
20,09/17/21 04:30:00 PM,29.752,0.0,,,
21,09/17/21 04:45:00 PM,28.853,0.0,,,
22,09/17/21 05:00:00 PM,28.357,0.0,,,
23,09/17/21 05:15:00 PM,28.159,0.0,,,
24,09/17/21 05:30:00 PM,27.862,0.0,,,
25,09/17/21 05:45:00 PM,28.060,0.0,,,
26,09/17/21 06:00:00 PM,28.258,0.0,,,
27,09/17/21 06:15:00 PM,27.764,0.0,,,
28,09/17/21 06:30:00 PM,27.075,0.0,,,
29,09/17/21 06:45:00 PM,26.585,0.0,,,
30,09/17/21 07:00:00 PM,26.000,0.0,,,
31,09/17/21 07:15:00 PM,25.416,0.0,,,
32,09/17/21 07:30:00 PM,24.835,0.0,,,
33,09/17/21 07:45:00 PM,24.545,0.0,,,
34,09/17/21 08:00:00 PM,24.448,0.0,,,
35,09/17/21 08:15:00 PM,24.351,0.0,,,
36,09/17/21 08:30:00 PM,24.062,0.0,,,
37,09/17/21 08:45:00 PM,23.677,0.0,,,
38,09/17/21 09:00:00 PM,23.292,0.0,,,
39,09/17/21 09:15:00 PM,23.004,0.0,,,
40,09/17/21 09:30:00 PM,22.717,0.0,,,
41,09/17/21 09:45:00 PM,22.908,0.0,,,
42,09/17/21 10:00:00 PM,23.004,0.0,,,
43,09/17/21 10:15:00 PM,23.004,0.0,,,
44,09/17/21 10:30:00 PM,22.908,0.0,,,
45,09/17/21 10:45:00 PM,22.717,0.0,,,
46,09/17/21 11:00:00 PM,22.333,0.0,,,
47,09/17/21 11:15:00 PM,21.951,0.0,,,
48,09/17/21 11:30:00 PM,21.760,0.0,,,
49,09/17/21 11:45:00 PM,21.569,0.0,,,
50,09/18/21 12:00:00 AM,21.378,0.0,,,
51,09/18/21 12:15:00 AM,21.282,0.0,,,
52,09/18/21 12:30:00 AM,21.187,0.0,,,
53,09/18/21 12:45:00 AM,21.091,0.0,,,
54,09/18/21 01:00:00 AM,20.901,0.0,,,
55,09/18/21 01:15:00 AM,20.710,0.0,,,
56,09/18/21 01:30:00 AM,20.424,0.0,,,
57,09/18/21 01:45:00 AM,20.234,0.0,,,
58,09/18/21 02:00:00 AM,19.948,0.0,,,
59,09/18/21 02:15:00 AM,19.758,0.0,,,
60,09/18/21 02:30:00 AM,19.567,0.0,,,
61,09/18/21 02:45:00 AM,19.377,0.0,,,
62,09/18/21 03:00:00 AM,19.282,0.0,,,
63,09/18/21 03:15:00 AM,19.187,0.0,,,
64,09/18/21 03:30:00 AM,19.092,0.0,,,
65,09/18/21 03:45:00 AM,18.996,0.0,,,
66,09/18/21 04:00:00 AM,18.806,0.0,,,
67,09/18/21 04:15:00 AM,18.711,0.0,,,
68,09/18/21 04:30:00 AM,18.616,0.0,,,
69,09/18/21 04:45:00 AM,18.521,0.0,,,
70,09/18/21 05:00:00 AM,18.521,0.0,,,
71,09/18/21 05:15:00 AM,18.521,0.0,,,
72,09/18/21 05:30:00 AM,18.521,0.0,,,
73,09/18/21 05:45:00 AM,18.521,0.0,,,
74,09/18/21 06:00:00 AM,18.521,0.0,,,
75,09/18/21 06:15:00 AM,18.521,0.0,,,
76,09/18/21 06:30:00 AM,18.521,0.0,,,
77,09/18/21 06:45:00 AM,18.711,0.0,,,
78,09/18/21 07:00:00 AM,18.806,0.0,,,
79,09/18/21 07:15:00 AM,18.901,0.0,,,
80,09/18/21 07:30:00 AM,18.996,0.0,,,
81,09/18/21 07:45:00 AM,18.996,0.0,,,
82,09/18/21 08:00:00 AM,19.092,0.0,,,
83,09/18/21 08:15:00 AM,19.377,0.0,,,
84,09/18/21 08:30:00 AM,19.662,0.0,,,
85,09/18/21 08:45:00 AM,19.948,0.0,,,
86,09/18/21 09:00:00 AM,20.424,0.0,,,
87,09/18/21 09:15:00 AM,21.091,0.0,,,
88,09/18/21 09:30:00 AM,21.855,0.0,,,
89,09/18/21 09:45:00 AM,22.717,0.0,,,
90,09/18/21 10:00:00 AM,23.581,0.0,,,
91,09/18/21 10:15:00 AM,24.448,0.0,,,
92,09/18/21 10:30:00 AM,25.416,0.0,,,
93,09/18/21 10:45:00 AM,26.488,0.0,,,
94,09/18/21 11:00:00 AM,27.862,0.0,,,
95,09/18/21 11:15:00 AM,28.853,0.0,,,
96,09/18/21 11:30:00 AM,29.953,0.0,,,
97,09/18/21 11:45:00 AM,30.558,0.0,,,
98,09/18/21 12:00:00 PM,31.880,0.0,,,
99,09/18/21 12:15:00 PM,35.649,0.0,,,
100,09/18/21 12:30:00 PM,39.502,0.0,,,
101,09/18/21 12:45:00 PM,41.928,0.0,,,
102,09/18/21 01:00:00 PM,43.480,0.0,,,
103,09/18/21 01:15:00 PM,44.457,0.0,,,
104,09/18/21 01:30:00 PM,43.118,0.0,,,
105,09/18/21 01:45:00 PM,43.359,0.0,,,
106,09/18/21 02:00:00 PM,43.966,0.0,,,
107,09/18/21 02:15:00 PM,41.108,0.0,,,
108,09/18/21 02:30:00 PM,38.046,0.0,,,
109,09/18/21 02:45:00 PM,38.379,0.0,,,
110,09/18/21 03:00:00 PM,36.295,0.0,,,
111,09/18/21 03:15:00 PM,34.268,0.0,,,
112,09/18/21 03:30:00 PM,33.014,0.0,,,
113,09/18/21 03:45:00 PM,31.880,0.0,,,
114,09/18/21 04:00:00 PM,31.166,0.0,,,
115,09/18/21 04:15:00 PM,30.558,0.0,,,
116,09/18/21 04:30:00 PM,30.154,0.0,,,
117,09/18/21 04:45:00 PM,29.853,0.0,,,
118,09/18/21 05:00:00 PM,29.452,0.0,,,
119,09/18/21 05:15:00 PM,29.152,0.0,,,
120,09/18/21 05:30:00 PM,28.953,0.0,,,
121,09/18/21 05:45:00 PM,28.655,0.0,,,
122,09/18/21 06:00:00 PM,28.258,0.0,,,
123,09/18/21 06:15:00 PM,28.159,0.0,,,
124,09/18/21 06:30:00 PM,27.862,0.0,,,
125,09/18/21 06:45:00 PM,27.370,0.0,,,
126,09/18/21 07:00:00 PM,26.879,0.0,,,
127,09/18/21 07:15:00 PM,26.195,0.0,,,
128,09/18/21 07:30:00 PM,25.513,0.0,,,
129,09/18/21 07:45:00 PM,24.931,0.0,,,
130,09/18/21 08:00:00 PM,24.448,0.0,,,
131,09/18/21 08:15:00 PM,23.966,0.0,,,
132,09/18/21 08:30:00 PM,23.869,0.0,,,
133,09/18/21 08:45:00 PM,23.677,0.0,,,
134,09/18/21 09:00:00 PM,23.581,0.0,,,
135,09/18/21 09:15:00 PM,23.388,0.0,,,
136,09/18/21 09:30:00 PM,23.292,0.0,,,
137,09/18/21 09:45:00 PM,23.004,0.0,,,
138,09/18/21 10:00:00 PM,22.812,0.0,,,
139,09/18/21 10:15:00 PM,22.717,0.0,,,
140,09/18/21 10:30:00 PM,22.525,0.0,,,
141,09/18/21 10:45:00 PM,22.238,0.0,,,
142,09/18/21 11:00:00 PM,21.951,0.0,,,
143,09/18/21 11:15:00 PM,21.760,0.0,,,
144,09/18/21 11:30:00 PM,21.569,0.0,,,
145,09/18/21 11:45:00 PM,21.473,0.0,,,
146,09/19/21 12:00:00 AM,21.473,0.0,,,
147,09/19/21 12:15:00 AM,21.378,0.0,,,
148,09/19/21 12:30:00 AM,21.378,0.0,,,
149,09/19/21 12:45:00 AM,21.282,0.0,,,
150,09/19/21 01:00:00 AM,21.187,0.0,,,
151,09/19/21 01:15:00 AM,20.996,0.0,,,
152,09/19/21 01:30:00 AM,20.615,0.0,,,
153,09/19/21 01:45:00 AM,20.329,0.0,,,
154,09/19/21 02:00:00 AM,20.043,0.0,,,
155,09/19/21 02:15:00 AM,19.758,0.0,,,
156,09/19/21 02:30:00 AM,19.472,0.0,,,
157,09/19/21 02:45:00 AM,19.282,0.0,,,
158,09/19/21 03:00:00 AM,18.996,0.0,,,
159,09/19/21 03:15:00 AM,18.901,0.0,,,
160,09/19/21 03:30:00 AM,18.711,0.0,,,
161,09/19/21 03:45:00 AM,18.521,0.0,,,
162,09/19/21 04:00:00 AM,18.426,0.0,,,
163,09/19/21 04:15:00 AM,18.236,0.0,,,
164,09/19/21 04:30:00 AM,18.045,0.0,,,
165,09/19/21 04:45:00 AM,17.950,0.0,,,
166,09/19/21 05:00:00 AM,17.950,0.0,,,
167,09/19/21 05:15:00 AM,18.045,0.0,,,
168,09/19/21 05:30:00 AM,18.236,0.0,,,
169,09/19/21 05:45:00 AM,18.426,0.0,,,
170,09/19/21 06:00:00 AM,18.711,0.0,,,
171,09/19/21 06:15:00 AM,18.996,0.0,,,
172,09/19/21 06:30:00 AM,19.187,0.0,,,
173,09/19/21 06:45:00 AM,19.282,0.0,,,
174,09/19/21 07:00:00 AM,19.377,0.0,,,
175,09/19/21 07:15:00 AM,19.472,0.0,,,
176,09/19/21 07:30:00 AM,19.567,0.0,,,
177,09/19/21 07:45:00 AM,19.662,0.0,,,
178,09/19/21 08:00:00 AM,19.948,0.0,,,
179,09/19/21 08:15:00 AM,20.234,0.0,,,
180,09/19/21 08:30:00 AM,20.710,0.0,,,
181,09/19/21 08:45:00 AM,21.282,0.0,,,
182,09/19/21 09:00:00 AM,21.951,0.0,,,
183,09/19/21 09:15:00 AM,22.429,0.0,,,
184,09/19/21 09:30:00 AM,23.100,0.0,,,
185,09/19/21 09:45:00 AM,23.869,0.0,,,
186,09/19/21 10:00:00 AM,24.641,0.0,,,
187,09/19/21 10:15:00 AM,25.610,0.0,,,
188,09/19/21 10:30:00 AM,26.390,0.0,,,
189,09/19/21 10:45:00 AM,27.272,0.0,,,
190,09/19/21 11:00:00 AM,28.357,0.0,,,
191,09/19/21 11:15:00 AM,29.452,0.0,,,
192,09/19/21 11:30:00 AM,30.356,0.0,,,
193,09/19/21 11:45:00 AM,30.963,0.0,,,
194,09/19/21 12:00:00 PM,32.394,0.0,,,
195,09/19/21 12:15:00 PM,35.649,0.0,,,
196,09/19/21 12:30:00 PM,39.276,0.0,,,
197,09/19/21 12:45:00 PM,41.225,0.0,,,
198,09/19/21 01:00:00 PM,42.878,0.0,,,
199,09/19/21 01:15:00 PM,43.844,0.0,,,
200,09/19/21 01:30:00 PM,42.282,0.0,,,
201,09/19/21 01:45:00 PM,41.692,0.0,,,
202,09/19/21 02:00:00 PM,40.071,0.0,,,
203,09/19/21 02:15:00 PM,38.046,0.0,,,
204,09/19/21 02:30:00 PM,35.864,0.0,,,
205,09/19/21 02:45:00 PM,36.295,0.0,,,
206,09/19/21 03:00:00 PM,35.115,0.0,,,
207,09/19/21 03:15:00 PM,33.743,0.0,,,
208,09/19/21 03:30:00 PM,32.704,0.0,,,
209,09/19/21 03:45:00 PM,31.880,0.0,,,
210,09/19/21 04:00:00 PM,31.268,0.0,,,
211,09/19/21 04:15:00 PM,30.659,0.0,,,
212,09/19/21 04:30:00 PM,30.255,0.0,,,
213,09/19/21 04:45:00 PM,29.953,0.0,,,
214,09/19/21 05:00:00 PM,29.652,0.0,,,
215,09/19/21 05:15:00 PM,29.352,0.0,,,
216,09/19/21 05:30:00 PM,29.152,0.0,,,
217,09/19/21 05:45:00 PM,28.953,0.0,,,
218,09/19/21 06:00:00 PM,28.754,0.0,,,
219,09/19/21 06:15:00 PM,28.456,0.0,,,
220,09/19/21 06:30:00 PM,28.159,0.0,,,
